Date,Open,High,Low,Close,Adj Close,Volume
2012-10-17,2.100000,2.100000,2.100000,2.100000,2.100000,0
2012-10-18,2.100000,2.100000,2.100000,2.100000,2.100000,0
2012-10-19,2.100000,2.100000,2.100000,2.100000,2.100000,0
2012-10-22,2.100000,2.100000,2.100000,2.100000,2.100000,0
2012-10-23,2.100000,2.100000,2.100000,2.100000,2.100000,0
2012-10-24,2.100000,2.100000,2.100000,2.100000,2.100000,0
2012-10-25,2.100000,2.100000,2.100000,2.100000,2.100000,0
2012-10-26,2.100000,2.100000,2.100000,2.100000,2.100000,0
2012-10-31,2.100000,2.100000,2.100000,2.100000,2.100000,0
2012-11-01,2.100000,2.100000,2.100000,2.100000,2.100000,0
2012-11-02,2.100000,2.100000,2.100000,2.100000,2.100000,0
2012-11-05,2.100000,2.100000,2.100000,2.100000,2.100000,0
2012-11-06,2.100000,2.100000,2.100000,2.100000,2.100000,0
2012-11-07,2.100000,2.100000,2.100000,2.100000,2.100000,0
2012-11-08,2.100000,2.100000,2.100000,2.100000,2.100000,0
2012-11-09,2.100000,2.100000,2.100000,2.100000,2.100000,0
2012-11-12,2.100000,2.100000,2.100000,2.100000,2.100000,0
2012-11-13,2.100000,2.100000,2.100000,2.100000,2.100000,0
2012-11-14,2.100000,2.100000,2.100000,2.100000,2.100000,0
2012-11-15,2.100000,2.100000,2.100000,2.100000,2.100000,0
2012-11-16,6.000000,6.500000,6.000000,6.500000,6.500000,300
2012-11-19,6.600000,6.600000,6.600000,6.600000,6.600000,350
2012-11-20,6.600000,6.600000,6.600000,6.600000,6.600000,0
2012-11-21,6.600000,6.600000,6.600000,6.600000,6.600000,0
2012-11-23,6.600000,6.600000,6.600000,6.600000,6.600000,0
2012-11-26,6.620000,6.620000,6.620000,6.620000,6.620000,100
2012-11-27,6.620000,6.620000,6.620000,6.620000,6.620000,0
2012-11-28,6.620000,6.620000,6.620000,6.620000,6.620000,0
2012-11-29,6.620000,6.620000,6.620000,6.620000,6.620000,0
2012-11-30,6.620000,6.620000,6.620000,6.620000,6.620000,0
2012-12-03,6.620000,6.620000,6.620000,6.620000,6.620000,0
2012-12-04,6.620000,6.620000,6.620000,6.620000,6.620000,0
2012-12-05,6.620000,6.620000,6.620000,6.620000,6.620000,0
2012-12-06,6.620000,6.620000,6.620000,6.620000,6.620000,0
2012-12-07,6.620000,6.620000,6.620000,6.620000,6.620000,0
2012-12-10,6.620000,6.620000,6.620000,6.620000,6.620000,0
2012-12-11,6.620000,6.620000,6.620000,6.620000,6.620000,0
2012-12-12,6.620000,6.620000,6.620000,6.620000,6.620000,0
2012-12-13,6.620000,6.620000,6.620000,6.620000,6.620000,0
2012-12-14,6.620000,6.620000,6.620000,6.620000,6.620000,0
2012-12-17,6.620000,6.620000,6.620000,6.620000,6.620000,0
2012-12-18,6.600000,6.600000,6.600000,6.600000,6.600000,50
