Date,Open,High,Low,Close,Adj Close,Volume
2011-07-08,11.650000,11.700000,11.430000,11.670000,10.754911,584700
2011-07-11,11.650000,11.740000,11.610000,11.650000,10.736478,129300
2011-07-12,11.650000,11.700000,11.620000,11.700000,10.782559,41600
2011-07-13,11.630000,11.650000,11.550000,11.590000,10.681183,25900
2011-07-14,11.600000,11.600000,11.520000,11.560000,10.653537,28000
2011-07-15,11.520000,11.750000,11.450000,11.650000,10.736478,179500
2011-07-18,11.750000,11.790000,11.650000,11.650000,10.736478,99700
2011-07-19,11.650000,11.740000,11.600000,11.740000,10.819421,61300
2011-07-20,11.750000,11.750000,11.650000,11.660000,10.745694,30400
2011-07-21,11.650000,11.670000,11.570000,11.620000,10.708831,50900
2011-07-22,11.600000,11.600000,11.560000,11.600000,10.690401,27900
2011-07-25,11.560000,11.560000,11.530000,11.560000,10.653537,39500
2011-07-26,11.570000,11.570000,11.500000,11.530000,10.625890,31300
2011-07-27,11.570000,11.570000,11.450000,11.490000,10.589025,36200
2011-07-28,11.410000,11.470000,11.410000,11.450000,10.552161,50300
2011-07-29,11.410000,11.450000,11.410000,11.410000,10.515297,48700
2011-08-01,11.420000,11.450000,11.420000,11.440000,10.542945,39200
2011-08-02,11.410000,11.490000,11.380000,11.380000,10.487651,69500
2011-08-03,11.460000,11.460000,11.330000,11.360000,10.469217,17400
2011-08-04,11.410000,11.410000,11.050000,11.090000,10.220390,73400
2011-08-05,11.000000,11.100000,10.910000,11.000000,10.137449,29900
2011-08-08,10.850000,10.980000,10.750000,10.850000,9.999208,28000
2011-08-09,10.930000,10.950000,10.800000,10.850000,9.999208,45100
2011-08-10,10.800000,10.970000,10.800000,10.960000,10.100583,70900
2011-08-11,10.860000,10.930000,10.860000,10.930000,10.072936,39000
2011-08-12,11.000000,11.100000,10.880000,10.900000,10.045289,38800
2011-08-15,10.900000,11.140000,10.900000,11.100000,10.229607,38700
2011-08-16,11.050000,11.050000,10.790000,10.790000,9.943916,21200
2011-08-17,10.880000,11.020000,10.880000,11.020000,10.155880,27500
2011-08-18,10.900000,10.910000,10.850000,10.900000,10.045289,30500
2011-08-19,10.800000,10.990000,10.700000,10.750000,9.907052,46900
2011-08-22,10.850000,10.990000,10.750000,10.800000,9.953131,18900
2011-08-23,10.930000,10.940000,10.870000,10.900000,10.045289,4000
2011-08-24,10.800000,10.900000,10.800000,10.900000,10.045289,13700
2011-08-25,10.900000,10.900000,10.900000,10.900000,10.045289,0
2011-08-26,10.910000,10.910000,10.860000,10.860000,10.008426,15000
2011-08-29,10.910000,11.020000,10.910000,10.960000,10.100583,34500
2011-08-30,11.000000,11.000000,10.990000,10.990000,10.128232,23200
2011-08-31,10.900000,11.000000,10.860000,11.000000,10.137449,8900
2011-09-01,10.910000,11.030000,10.860000,10.860000,10.008426,9500
2011-09-02,10.800000,11.000000,10.800000,10.810000,9.962346,16000
2011-09-06,10.810000,11.050000,10.810000,11.030000,10.165094,33400
2011-09-07,11.000000,11.030000,10.820000,11.010000,10.146662,13700
2011-09-08,11.000000,11.030000,10.900000,11.010000,10.146662,25100
2011-09-09,11.020000,11.040000,10.900000,11.030000,10.165094,28300
2011-09-12,11.000000,11.030000,10.890000,11.030000,10.165094,2400
2011-09-13,11.030000,11.030000,10.970000,11.020000,10.155880,4100
2011-09-14,11.040000,11.040000,10.960000,11.020000,10.155880,3500
2011-09-15,11.020000,11.070000,10.980000,10.990000,10.128232,12300
2011-09-16,10.950000,10.970000,10.860000,10.860000,10.008426,5800
2011-09-19,11.000000,11.050000,10.870000,11.000000,10.137449,19800
2011-09-20,11.020000,11.030000,10.900000,11.020000,10.155880,8900
2011-09-21,10.910000,10.910000,10.910000,10.910000,10.054505,100
2011-09-22,10.910000,11.070000,10.900000,11.000000,10.137449,18100
2011-09-23,10.990000,11.030000,10.900000,10.900000,10.045289,10100
2011-09-26,11.000000,11.300000,10.960000,11.030000,10.165094,28000
2011-09-27,11.070000,11.500000,11.060000,11.100000,10.229607,22400
2011-09-28,11.480000,11.590000,11.150000,11.400000,10.506081,31800
2011-09-29,11.110000,11.400000,11.100000,11.130000,10.257255,2500
2011-09-30,11.080000,11.080000,11.050000,11.050000,10.183526,1600
2011-10-03,11.080000,11.080000,11.020000,11.050000,10.183526,7600
2011-10-04,11.000000,11.100000,11.000000,11.100000,10.229607,5500
2011-10-05,11.080000,11.100000,11.000000,11.000000,10.137449,8600
2011-10-06,11.000000,11.250000,10.990000,11.020000,10.155880,22800
2011-10-07,11.200000,11.200000,11.020000,11.040000,10.174312,5600
2011-10-10,11.140000,11.140000,11.060000,11.070000,10.201960,5400
2011-10-11,11.000000,11.000000,10.950000,11.000000,10.137449,3500
2011-10-12,11.020000,11.020000,11.000000,11.000000,10.137449,8800
2011-10-13,11.000000,11.000000,11.000000,11.000000,10.137449,0
2011-10-14,11.130000,11.330000,11.130000,11.250000,10.367845,19200
2011-10-17,11.280000,11.340000,11.050000,11.340000,10.450788,1200
2011-10-18,11.300000,11.300000,10.990000,11.000000,10.137449,4800
2011-10-19,11.010000,11.010000,11.000000,11.000000,10.137449,1000
2011-10-20,11.010000,11.090000,11.010000,11.090000,10.220390,1900
2011-10-21,11.150000,11.400000,11.100000,11.100000,10.229607,11800
2011-10-24,11.290000,11.400000,11.290000,11.400000,10.506081,22300
2011-10-25,11.400000,11.430000,11.300000,11.300000,10.413922,7800
2011-10-26,11.080000,11.100000,11.050000,11.050000,10.183526,1500
2011-10-27,11.380000,11.390000,11.310000,11.310000,10.423140,5700
2011-10-28,11.310000,11.310000,11.310000,11.310000,10.423140,0
2011-10-31,11.110000,11.120000,11.080000,11.080000,10.211175,1600
2011-11-01,11.080000,11.080000,11.080000,11.080000,10.211175,0
2011-11-02,11.040000,11.250000,11.030000,11.130000,10.257255,2300
2011-11-03,11.100000,11.100000,11.090000,11.100000,10.229607,500
2011-11-04,11.100000,11.100000,11.100000,11.100000,10.229607,0
2011-11-07,11.110000,11.110000,11.110000,11.110000,10.238821,600
2011-11-08,11.030000,11.100000,11.020000,11.100000,10.229607,3400
2011-11-09,11.150000,11.250000,11.130000,11.240000,10.358627,61200
2011-11-10,11.250000,11.270000,11.170000,11.170000,10.294118,4100
2011-11-11,11.240000,11.320000,11.240000,11.260000,10.377061,2800
2011-11-14,11.160000,11.290000,11.160000,11.290000,10.404706,700
2011-11-15,11.040000,11.060000,11.010000,11.060000,10.192743,1300
2011-11-16,11.200000,11.200000,11.180000,11.200000,10.321764,9200
2011-11-17,11.200000,11.200000,11.200000,11.200000,10.321764,0
2011-11-18,11.300000,11.300000,11.300000,11.300000,10.413922,400
2011-11-21,11.300000,11.300000,11.300000,11.300000,10.413922,0
2011-11-22,11.080000,11.100000,11.080000,11.100000,10.229607,700
2011-11-23,11.060000,11.060000,11.060000,11.060000,10.192743,600
2011-11-25,11.060000,11.060000,11.060000,11.060000,10.192743,0
2011-11-28,11.130000,11.170000,11.120000,11.170000,10.294118,900
2011-11-29,11.170000,11.170000,11.170000,11.170000,10.294118,0
2011-11-30,11.170000,11.170000,11.170000,11.170000,10.294118,0
2011-12-01,11.070000,11.070000,11.000000,11.040000,10.174312,7400
2011-12-02,11.170000,11.300000,11.020000,11.200000,10.321764,14500
2011-12-05,11.130000,11.200000,11.120000,11.130000,10.257255,900
2011-12-06,11.190000,11.250000,11.180000,11.180000,10.303333,4800
2011-12-07,11.180000,11.180000,11.180000,11.180000,10.303333,0
2011-12-08,11.200000,11.250000,11.200000,11.250000,10.367845,1500
2011-12-09,11.250000,11.250000,11.100000,11.100000,10.229607,3500
2011-12-12,11.280000,11.390000,11.180000,11.180000,10.303333,8000
2011-12-13,11.100000,11.250000,11.100000,11.100000,10.229607,2700
2011-12-14,11.230000,11.250000,11.230000,11.250000,10.367845,800
2011-12-15,11.250000,11.250000,11.250000,11.250000,10.367845,0
2011-12-16,11.240000,11.350000,11.240000,11.260000,10.377061,1700
2011-12-19,11.140000,11.150000,11.100000,11.120000,10.248035,10100
2011-12-20,11.250000,11.250000,11.140000,11.250000,10.367845,2700
2011-12-21,11.220000,11.220000,11.100000,11.100000,10.229607,13900
2011-12-22,11.100000,11.100000,11.100000,11.100000,10.229607,0
2011-12-23,11.150000,11.150000,11.150000,11.150000,10.275685,100
2011-12-27,11.250000,11.420000,11.250000,11.300000,10.413922,3700
2011-12-28,11.300000,11.300000,11.220000,11.220000,10.340195,700
2011-12-29,11.220000,11.220000,11.220000,11.220000,10.340195,0
2011-12-30,11.240000,11.240000,11.220000,11.220000,10.340195,1100
2012-01-03,11.250000,11.260000,11.160000,11.260000,10.377061,6300
2012-01-04,11.300000,11.300000,11.250000,11.260000,10.377061,800
2012-01-05,11.260000,11.260000,11.260000,11.260000,10.377061,0
2012-01-06,11.290000,11.290000,11.250000,11.250000,10.367845,1500
2012-01-09,11.250000,11.250000,11.250000,11.250000,10.367845,0
2012-01-10,11.250000,11.250000,11.250000,11.250000,10.367845,0
2012-01-11,11.240000,11.240000,11.240000,11.240000,10.358627,300
2012-01-12,11.240000,11.240000,11.240000,11.240000,10.358627,0
2012-01-13,11.250000,11.250000,11.250000,11.250000,10.367845,400
2012-01-17,11.250000,11.250000,11.250000,11.250000,10.367845,400
2012-01-18,11.260000,11.260000,11.260000,11.260000,10.377061,500
2012-01-19,11.260000,11.260000,11.260000,11.260000,10.377061,6800
2012-01-20,11.300000,11.300000,11.260000,11.260000,10.377061,900
2012-01-23,11.300000,11.410000,11.300000,11.340000,10.450788,2800
2012-01-24,11.460000,11.470000,11.300000,11.310000,10.423140,13800
2012-01-25,11.300000,11.300000,11.300000,11.300000,10.413922,700
2012-01-26,11.340000,11.350000,11.340000,11.350000,10.460003,900
2012-01-27,11.340000,11.350000,11.340000,11.350000,10.460003,4500
2012-01-30,11.350000,11.350000,11.310000,11.310000,10.423140,1900
2012-01-31,11.360000,11.360000,11.360000,11.360000,10.469217,200
2012-02-01,11.400000,11.400000,11.400000,11.400000,10.506081,400
2012-02-02,11.400000,11.400000,11.400000,11.400000,10.506081,0
2012-02-03,11.400000,11.400000,11.400000,11.400000,10.506081,500
2012-02-06,11.400000,11.400000,11.400000,11.400000,10.506081,0
2012-02-07,11.400000,11.400000,11.400000,11.400000,10.506081,0
2012-02-08,11.400000,11.400000,11.400000,11.400000,10.506081,0
2012-02-09,11.400000,11.400000,11.400000,11.400000,10.506081,0
2012-02-10,11.400000,11.400000,11.400000,11.400000,10.506081,0
2012-02-13,11.360000,11.360000,11.360000,11.360000,10.469217,100
2012-02-14,11.350000,11.350000,11.350000,11.350000,10.460003,5300
2012-02-15,11.400000,11.440000,11.390000,11.400000,10.506081,10500
2012-02-16,11.400000,11.400000,11.350000,11.360000,10.469217,16200
2012-02-17,11.500000,11.500000,11.310000,11.500000,10.598241,20700
2012-02-21,11.510000,11.540000,11.350000,11.380000,10.487651,56800
2012-02-22,11.350000,11.370000,11.300000,11.350000,10.460003,80200
2012-02-23,11.360000,11.360000,11.360000,11.360000,10.469217,34900
2012-02-24,11.360000,11.360000,11.360000,11.360000,10.469217,58600
2012-02-27,11.360000,11.490000,11.290000,11.400000,10.506081,56800
2012-02-28,11.450000,11.550000,11.400000,11.490000,10.589025,8900
2012-02-29,11.430000,11.430000,11.430000,11.430000,10.533731,200
