Symbol,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size,ETF,NextShares,Saved
BROG,Brooge Energy Limited  - Ordinary Shares,S,N,N,100,N,N,True
BROGW,Brooge Energy Limited  - Warrant,S,N,N,100,N,N,True
BRP,"BRP Group, Inc. - Class A Common Stock",Q,N,N,100,N,N,True
BRPM,B. Riley Principal 150 Merger Corp. - Class A Common Stock,S,N,N,100,N,N,True
BRPMU,B. Riley Principal 150 Merger Corp. - Unit,S,N,N,100,N,N,True
BRPMW,B. Riley Principal 150 Merger Corp. - Warrant,S,N,N,100,N,N,True
BRQS,"Borqs Technologies, Inc.  - Ordinary Shares",S,N,N,100,N,N,True
BRY,Berry Corporation (bry) - Common Stock,Q,N,N,100,N,N,True
BSAE,Invesco BulletShares 2021 USD Emerging Markets Debt ETF,G,N,N,100,Y,N,True
BSBE,Invesco BulletShares 2022 USD Emerging Markets Debt ETF,G,N,N,100,Y,N,True
BSBK,Bogota Financial Corp. - Common Stock,S,N,N,100,N,N,True
BSCE,Invesco BulletShares 2023 USD Emerging Markets Debt ETF,G,N,N,100,Y,N,True
BSCL,Invesco BulletShares 2021 Corporate Bond ETF,G,N,N,100,Y,N,True
BSCM,Invesco BulletShares 2022 Corporate Bond ETF,G,N,N,100,Y,N,True
BSCN,Invesco BulletShares 2023 Corporate Bond ETF,G,N,N,100,Y,N,True
BSCO,Invesco BulletShares 2024 Corporate Bond ETF,G,N,N,100,Y,N,True
BSCP,Invesco BulletShares 2025 Corporate Bond ETF,G,N,N,100,Y,N,True
BSCQ,Invesco BulletShares 2026 Corporate Bond ETF,G,N,N,100,Y,N,True
BSCR,Invesco BulletShares 2027 Corporate Bond ETF,G,N,N,100,Y,N,True
BSCS,Invesco BulletShares 2028 Corporate Bond ETF,G,N,N,100,Y,N,True
BSCT,Invesco BulletShares 2029 Corporate Bond ETF,G,N,N,100,Y,N,True
BSCU,Invesco BulletShares 2030 Corporate Bond ETF,G,N,N,100,Y,N,True
BSDE,Invesco BulletShares 2024 USD Emerging Markets Debt ETF,G,N,N,100,Y,N,True
BSET,"Bassett Furniture Industries, Incorporated - Common Stock",Q,N,N,100,N,N,True
BSGA,Blue Safari Group Acquisition Corp. - Class A Ordinary Share,S,N,N,100,N,N,True
BSGAR,Blue Safari Group Acquisition Corp. - Right,S,N,N,100,N,N,True
BSGAU,Blue Safari Group Acquisition Corp. - Unit,S,N,N,100,N,N,True
BSGM,"BioSig Technologies, Inc. - Common Stock",S,N,N,100,N,N,True
BSJL,Invesco BulletShares 2021 High Yield Corporate Bond ETF,G,N,N,100,Y,N,True
BSJM,Invesco BulletShares 2022 High Yield Corporate Bond ETF,G,N,N,100,Y,N,True
BSJN,Invesco BulletShares 2023 High Yield Corporate Bond ETF,G,N,N,100,Y,N,True
BSJO,Invesco BulletShares 2024 High Yield Corporate Bond ETF,G,N,N,100,Y,N,True
BSJP,Invesco BulletShares 2025 High Yield Corporate Bond ETF,G,N,N,100,Y,N,True
BSJQ,Invesco BulletShares 2026 High Yield Corporate Bond ETF,G,N,N,100,Y,N,True
BSJR,Invesco BulletShares 2027 High Yield Corporate Bond ETF,G,N,N,100,Y,N,True
BSJS,Invesco BulletShares 2028 High Yield Corporate Bond ETF,G,N,N,100,Y,N,True
BSKY,"Big Sky Growth Partners, Inc. - Class A Common Stock",S,N,N,100,N,N,True
BSKYU,"Big Sky Growth Partners, Inc. - Unit",S,N,N,100,N,N,True
BSKYW,"Big Sky Growth Partners, Inc. - Warrant",S,N,N,100,N,N,True
BSML,Invesco BulletShares 2021 Municipal Bond ETF,G,N,N,100,Y,N,True
BSMM,Invesco BulletShares 2022 Municipal Bond ETF,G,N,N,100,Y,N,True
BSMN,Invesco BulletShares 2023 Municipal Bond ETF,G,N,N,100,Y,N,True
BSMO,Invesco BulletShares 2024 Municipal Bond ETF,G,N,N,100,Y,N,True
BSMP,Invesco BulletShares 2025 Municipal Bond ETF,G,N,N,100,Y,N,True
BSMQ,Invesco BulletShares 2026 Municipal Bond ETF,G,N,N,100,Y,N,True
BSMR,Invesco BulletShares 2027 Municipal Bond ETF,G,N,N,100,Y,N,True
BSMS,Invesco BulletShares 2028 Municipal Bond ETF,G,N,N,100,Y,N,True
BSMT,Invesco BulletShares 2029 Municipal Bond ETF,G,N,N,100,Y,N,True
BSMU,Invesco BulletShares 2030 Municipal Bond ETF,G,N,N,100,Y,N,True
BSQR,BSQUARE Corporation - Common Stock,S,N,N,100,N,N,True
BSRR,Sierra Bancorp - Common Stock,Q,N,N,100,N,N,True
BSVN,Bank7 Corp. - Common stock,Q,N,N,100,N,N,True
BSY,"Bentley Systems, Incorporated - Class B Common Stock",Q,N,N,100,N,N,True
BTAI,"BioXcel Therapeutics, Inc. - Common Stock",S,N,N,100,N,N,True
BTAQ,Burgundy Technology Acquisition Corporation - Class A Ordinary Shares,S,N,N,100,N,N,True
BTAQU,Burgundy Technology Acquisition Corporation - Unit,S,N,N,100,N,N,True
BTAQW,Burgundy Technology Acquisition Corporation - Warrant,S,N,N,100,N,N,True
BTB,Bit Brother Limited - Ordinary Shares,S,N,N,100,N,N,True
BTBT,"Bit Digital, Inc. - Ordinary Share",S,N,N,100,N,N,True
BTEC,Principal Healthcare Innovators Index ETF,G,N,N,100,Y,N,True
BTNB,Bridgetown 2 Holdings Limited - Class A Ordinary Shares,S,N,N,100,N,N,True
BTRS,BTRS Holdings Inc. - Class 1 Common Stock,Q,N,N,100,N,N,True
BTRSW,BTRS Holdings Inc. - Warrants,S,N,N,100,N,N,True
BTWN,Bridgetown Holdings Limited - Class A Ordinary Shares,S,N,N,100,N,N,True
BTWNU,Bridgetown Holdings Limited - Units,S,N,N,100,N,N,True
BTWNW,Bridgetown Holdings Limited - Warrants,S,N,N,100,N,N,True
BUG,Global X Cybersecurity ETF,G,N,N,100,Y,N,True
BUSE,First Busey Corporation - Common Stock,Q,N,N,100,N,N,True
BVS,Bioventus Inc. - Class A Common Stock,Q,N,N,100,N,N,True
BVXV,BiondVax Pharmaceuticals Ltd. - American Depositary Shares,S,N,N,100,N,N,True
BWAC,Better World Acquisition Corp. - Common Stock,S,N,N,100,N,N,True
BWACU,Better World Acquisition Corp. - Unit,S,N,N,100,N,N,True
BWACW,Better World Acquisition Corp. - Warrants,S,N,N,100,N,N,True
BWAY,BrainsWay Ltd. - American Depositary Shares,G,N,N,100,N,N,True
BWB,"Bridgewater Bancshares, Inc. - Common Stock",S,N,N,100,N,N,True
BWCAU,Blue Whale Acquisition Corp I - Unit,S,N,N,100,N,N,True
BWEN,"Broadwind, Inc. - Common Stock",S,N,N,100,N,N,True
BWFG,"Bankwell Financial Group, Inc. - Common Stock",G,N,N,100,N,N,True
BWMN,Bowman Consulting Group Ltd. - Common Stock,G,N,N,100,N,N,True
BWMX,"Betterware de Mexico, S.A.B de C.V. - Ordinary Shares",S,N,N,100,N,N,True
BXRX,"Baudax Bio, Inc. - Common stock",S,N,D,100,N,N,True
BYFC,Broadway Financial Corporation - Common Stock,S,N,N,100,N,N,True
BYND,"Beyond Meat, Inc. - Common stock",Q,N,N,100,N,N,True
BYRN,"Byrna Technologies, Inc. - Common Stock",S,N,N,100,N,N,True
BYSI,"BeyondSpring, Inc. - Ordinary Shares",S,N,N,100,N,N,True
BYTS,BYTE Acquisition Corp. - Class A Ordinary Shares,S,N,N,100,N,N,True
BYTSU,BYTE Acquisition Corp. - Units,S,N,N,100,N,N,True
BYTSW,BYTE Acquisition Corp. - Warrants,S,N,N,100,N,N,True
BZ,KANZHUN LIMITED - American Depository Shares,Q,N,N,100,N,N,True
BZUN,Baozun Inc. - American Depositary Shares,Q,N,N,100,N,N,True
CAAS,"China Automotive Systems, Inc. - Common Stock",S,N,N,100,N,N,True
CABA,"Cabaletta Bio, Inc. - Common Stock",Q,N,N,100,N,N,True
CAC,Camden National Corporation - Common Stock,Q,N,N,100,N,N,True
CACC,Credit Acceptance Corporation - Common Stock,Q,N,N,100,N,N,True
CACG,ClearBridge All Cap Growth ESG ETF,G,N,N,100,Y,N,True
CADL,"Candel Therapeutics, Inc. - Common Stock",G,N,N,100,N,N,True
CAHC,CA Healthcare Acquisition Corp. - Class A Common Stock,S,N,N,100,N,N,True
CAHCU,CA Healthcare Acquisition Corp. - Unit,S,N,N,100,N,N,True
CAHCW,CA Healthcare Acquisition Corp. - Warrant,S,N,N,100,N,N,True
CAKE,The Cheesecake Factory Incorporated - Common Stock,Q,N,N,100,N,N,True
CALA,"Calithera Biosciences, Inc. - Common Stock",Q,N,N,100,N,N,True
CALB,California BanCorp - Common Stock,Q,N,N,100,N,N,True
CALM,"Cal-Maine Foods, Inc. - Common Stock",Q,N,N,100,N,N,True
CALT,Calliditas Therapeutics AB - American Depositary Shares,Q,N,N,100,N,N,True
CAMP,CalAmp Corp. - Common Stock,Q,N,N,100,N,N,True
CAMT,Camtek Ltd. - Ordinary Shares,G,N,N,100,N,N,True
CAN,Canaan Inc. - American Depositary Shares,G,N,N,100,N,N,True
CAPR,"Capricor Therapeutics, Inc. - Common Stock",S,N,N,100,N,N,True
CAR,"Avis Budget Group, Inc. - Common Stock",Q,N,N,100,N,N,True
CARA,"Cara Therapeutics, Inc. - Common Stock",G,N,N,100,N,N,True
CARE,"Carter Bankshares, Inc. - Common Stock",Q,N,N,100,N,N,True
CARG,"CarGurus, Inc. - Class A Common Stock",Q,N,N,100,N,N,True
CARV,"Carver Bancorp, Inc. - Common Stock",S,N,N,100,N,N,True
CARZ,First Trust NASDAQ Global Auto Index Fund,G,N,N,100,Y,N,True
CASA,"Casa Systems, Inc. - Common Stock",Q,N,N,100,N,N,True
CASH,"Meta Financial Group, Inc. - Common Stock",Q,N,N,100,N,N,True
CASI,"CASI Pharmaceuticals, Inc. - Common Stock",S,N,N,100,N,N,True
CASS,"Cass Information Systems, Inc - Common Stock",Q,N,N,100,N,N,True
CASY,"Caseys General Stores, Inc. - Common Stock",Q,N,N,100,N,N,True
CATB,"Catabasis Pharmaceuticals, Inc. - Common Stock",G,N,N,100,N,N,True
CATC,Cambridge Bancorp - Common Stock,S,N,N,100,N,N,True
CATH,Global X S&P 500 Catholic Values ETF,G,N,N,100,Y,N,True
CATY,Cathay General Bancorp - Common Stock,Q,N,N,100,N,N,True
CBAN,"Colony Bankcorp, Inc. - Common Stock",G,N,N,100,N,N,True
CBAT,"CBAK Energy Technology, Inc. - Common Stock",S,N,N,100,N,N,True
CBAY,CymaBay Therapeutics Inc. - Common Stock,Q,N,N,100,N,N,True
CBFV,"CB Financial Services, Inc. - Common Stock",G,N,N,100,N,N,True
CBIO,"Catalyst Biosciences, Inc.  - Common Stock",S,N,N,100,N,N,True
CBLI,Cytocom Inc.  - Common Stock,S,N,N,100,N,N,True
CBMB,"CBM Bancorp, Inc. - Common Stock",S,N,N,100,N,N,True
CBNK,"Capital Bancorp, Inc. - Common Stock",Q,N,N,100,N,N,True
CBRL,"Cracker Barrel Old Country Store, Inc. - Common Stock",Q,N,N,100,N,N,True
CBSH,"Commerce Bancshares, Inc. - Common Stock",Q,N,N,100,N,N,True
CBTX,"CBTX, Inc. - Common Stock",Q,N,N,100,N,N,True
CCAP,"Crescent Capital BDC, Inc. - Common Stock",G,N,N,100,N,N,True
CCB,Coastal Financial Corporation - Common Stock,Q,N,N,100,N,N,True
CCBG,Capital City Bank Group - Common Stock,Q,N,N,100,N,N,True
CCCC,"C4 Therapeutics, Inc. - Common Stock",Q,N,N,100,N,N,True
CCD,Calamos Dynamic Convertible & Income Fund - Common Shares,Q,N,N,100,N,N,True
CCLP,CSI Compressco LP - common units,Q,N,N,100,N,N,True
CCMP,"CMC Materials, Inc. - Common Stock",Q,N,N,100,N,N,True
CCNC,Code Chain New Continent Limited - Common Stock,S,N,N,100,N,N,True
CCNE,CNB Financial Corporation - Common Stock,Q,N,N,100,N,N,True
CCNEP,"CNB Financial Corporation - Depositary shares, each representing a 1/40th ownership interest in a share of 7.125% Series A Fixed- Rate Non-Cumulative Perpetual Preferred Stock",Q,N,N,100,N,N,True
CCOI,"Cogent Communications Holdings, Inc. - Common Stock",Q,N,N,100,N,N,True
CCRN,"Cross Country Healthcare, Inc. - Common Stock",Q,N,N,100,N,N,True
CCXI,"ChemoCentryx, Inc. - Common Stock",Q,N,N,100,N,N,True
CD,Chindata Group Holdings Limited - American Depositary Shares,Q,N,N,100,N,N,True
CDAK,"Codiak BioSciences, Inc. - Common Stock",G,N,N,100,N,N,True
CDC,VictoryShares US EQ Income Enhanced Volatility Wtd ETF,G,N,N,100,Y,N,True
CDEV,"Centennial Resource Development, Inc. - Class A Common Stock",S,N,N,100,N,N,True
CDK,"CDK Global, Inc. - Common Stock",Q,N,N,100,N,N,True
CDL,VictoryShares US Large Cap High Div Volatility Wtd ETF,G,N,N,100,Y,N,True
CDLX,"Cardlytics, Inc. - Common Stock",G,N,N,100,N,N,True
CDMO,"Avid Bioservices, Inc. - Common Stock",S,N,N,100,N,N,True
CDNA,"CareDx, Inc. - Common Stock",G,N,N,100,N,N,True
CDNS,"Cadence Design Systems, Inc. - Common Stock",Q,N,N,100,N,N,True
CDTX,"Cidara Therapeutics, Inc. - Common Stock",G,N,N,100,N,N,True
CDW,CDW Corporation - Common Stock,Q,N,N,100,N,N,True
CDXC,ChromaDex Corporation - Common Stock,S,N,N,100,N,N,True
CDXS,"Codexis, Inc. - Common Stock",Q,N,N,100,N,N,True
CDZI,"Cadiz, Inc. - Common Stock",G,N,N,100,N,N,True
CDZIP,"Cadiz, Inc. - Depositary Shares",G,N,N,100,N,N,True
CECE,CECO Environmental Corp. - Common Stock,Q,N,N,100,N,N,True
CEFA,Global X S&P Catholic Values Developed ex-U.S. ETF,G,N,N,100,Y,N,True
CELC,Celcuity Inc. - Common Stock,S,N,N,100,N,N,True
CELH,"Celsius Holdings, Inc. - Common Stock",S,N,N,100,N,N,True
CELU,Celularity Inc. - Class A Common Stock,S,N,N,100,N,N,True
CELUW,Celularity Inc. - Warrant,S,N,N,100,N,N,True
CEMI,"Chembio Diagnostics, Inc. - Common Stock",S,N,N,100,N,N,True
CENH,Centricus Acquisition Corp. - Class A Ordinary Share,S,N,N,100,N,N,True
CENHU,Centricus Acquisition Corp. - Unit,S,N,N,100,N,N,True
CENHW,Centricus Acquisition Corp. - Warrant,S,N,N,100,N,N,True
CENQU,CENAQ Energy Corp. - Unit,S,N,N,100,N,N,True
CENT,Central Garden & Pet Company - Common Stock,Q,N,N,100,N,N,True
CENTA,Central Garden & Pet Company - Class A Common Stock Nonvoting,Q,N,N,100,N,N,True
CENX,Century Aluminum Company - Common Stock,Q,N,N,100,N,N,True
CERC,Cerecor Inc. - Common Stock,S,N,N,100,N,N,True
CERE,"Cerevel Therapeutics Holdings, Inc. - Common Stock",S,N,N,100,N,N,True
CEREW,"Cerevel Therapeutics Holdings, Inc. - Warrant",S,N,N,100,N,N,True
CERN,Cerner Corporation - Common Stock,Q,N,N,100,N,N,True
CERS,Cerus Corporation - Common Stock,G,N,N,100,N,N,True
CERT,"Certara, Inc. - Common Stock",Q,N,N,100,N,N,True
CETX,Cemtrex Inc. - Common Stock,S,N,D,100,N,N,True
CETXP,Cemtrex Inc. - Series 1 Preferred Stock,S,N,D,100,N,N,True
CETXW,Cemtrex Inc. - Series 1 Warrant,S,N,D,100,N,N,True
CEVA,"CEVA, Inc. - Common Stock",Q,N,N,100,N,N,True
CEY,VictoryShares Emerging Market High Div Volatility Wtd ETF,G,N,N,100,Y,N,True
CFA,VictoryShares US 500 Volatility Wtd ETF,G,N,N,100,Y,N,True
CFAC,CF Finance Acquisition Corp. III - Common Stock,S,N,N,100,N,N,True
CFACU,CF Finance Acquisition Corp. III - Unit,S,N,N,100,N,N,True
CFACW,CF Finance Acquisition Corp. III - Warrant,S,N,N,100,N,N,True
CFB,"CrossFirst Bankshares, Inc. - Common Stock",Q,N,N,100,N,N,True
CFBK,CF Bankshares Inc. - Common Stock,S,N,N,100,N,N,True
CFFE,CF Acquisition Corp. VIII - Class A Common Stock,S,N,N,100,N,N,True
CFFEU,CF Acquisition Corp. VIII - Unit,S,N,N,100,N,N,True
CFFEW,CF Acquisition Corp. VIII - Warrant,S,N,N,100,N,N,True
CFFI,C&F Financial Corporation - Common Stock,Q,N,N,100,N,N,True
CFFN,"Capitol Federal Financial, Inc. - Common Stock",Q,N,N,100,N,N,True
CFFVU,CF Acquisition Corp. V - Unit,S,N,N,100,N,N,True
CFFVW,CF Acquisition Corp. V - Warrant,S,N,N,100,N,N,True
CFIV,CF Acquisition Corp. IV - Class A common stock,S,N,N,100,N,N,True
CFIVU,CF Acquisition Corp. IV - Unit,S,N,N,100,N,N,True
CFIVW,CF Acquisition Corp. IV - Warrant,S,N,N,100,N,N,True
CFLT,"Confluent, Inc. - Class A Common Stock",Q,N,N,100,N,N,True
CFMS,"Conformis, Inc. - Common Stock",S,N,N,100,N,N,True
CFO,VictoryShares US 500 Enhanced Volatility Wtd ETF,G,N,N,100,Y,N,True
CFRX,ContraFect Corporation - Common Stock,S,N,N,100,N,N,True
CFV,CF Acquisition Corp. V - Class A Common Stock,S,N,N,100,N,N,True
CFVI,CF Acquisition Corp. VI - Class A Common Stock,S,N,N,100,N,N,True
CFVIU,CF Acquisition Corp. VI - Unit,S,N,N,100,N,N,True
CFVIW,CF Acquisition Corp. VI - Warrant,S,N,N,100,N,N,True
CG,The Carlyle Group Inc. - Common Stock,Q,N,N,100,N,N,True
CGABL,The Carlyle Group Inc. - 4.625% Subordinated Notes due 2061,Q,N,N,100,N,N,True
CGBD,"TCG BDC, Inc. - Common Stock",Q,N,N,100,N,N,True
CGC,Canopy Growth Corporation - Common Shares,Q,N,N,100,N,N,True
CGEM,"Cullinan Oncology, Inc. - Common Stock",Q,N,N,100,N,N,True
CGEN,Compugen Ltd. - Ordinary Shares,G,N,N,100,N,N,True
CGNT,Cognyte Software Ltd. - Ordinary Shares,Q,N,N,100,N,N,True
CGNX,Cognex Corporation - Common Stock,Q,N,N,100,N,N,True
CGO,Calamos Global Total Return Fund - Common Stock,Q,N,N,100,N,N,True
CGRN,Capstone Green Energy Corporation - Common Stock,S,N,N,100,N,N,True
CHB,Global X China Biotech Innovation ETF,G,N,N,100,Y,N,True
CHCI,"Comstock Holding Companies, Inc. - Class A Common Stock",S,N,N,100,N,N,True
CHCO,City Holding Company - Common Stock,Q,N,N,100,N,N,True
CHDN,"Churchill Downs, Incorporated - Common Stock",Q,N,N,100,N,N,True
CHEF,"The Chefs' Warehouse, Inc. - Common Stock",Q,N,N,100,N,N,True
CHEK,Check-Cap Ltd. - Ordinary Share,S,N,N,100,N,N,True
CHEKZ,Check-Cap Ltd. - Series C Warrant,S,N,N,100,N,N,True
CHI,Calamos Convertible Opportunities and Income Fund - Common Stock,Q,N,N,100,N,N,True
CHK,Chesapeake Energy Corporation - Common Stock,Q,N,N,100,N,N,True
CHKEL,Chesapeake Energy Corporation - Class C Warrants,Q,N,N,100,N,N,True
CHKEW,Chesapeake Energy Corporation - Class A Warrants,S,N,N,100,N,N,True
CHKEZ,Chesapeake Energy Corporation - Class B Warrants,S,N,N,100,N,N,True
CHKP,Check Point Software Technologies Ltd. - Ordinary Shares,Q,N,N,100,N,N,True
CHMG,Chemung Financial Corp  - Common Stock,Q,N,N,100,N,N,True
CHNA,Loncar China BioPharma ETF,G,N,N,100,Y,N,True
CHNG,Change Healthcare Inc. - Common Stock,Q,N,N,100,N,N,True
CHNGU,Change Healthcare Inc. - Tangible Equity Units,Q,N,N,100,N,N,True
CHNR,"China Natural Resources, Inc. - Common Stock",S,N,N,100,N,N,True
CHPM,CHP Merger Corp. - Class A Common Stock,S,N,N,100,N,N,True
CHPMU,CHP Merger Corp. - Unit,S,N,N,100,N,N,True
CHPMW,CHP Merger Corp. - Warrant,S,N,N,100,N,N,True
CHRS,"Coherus BioSciences, Inc. - Common Stock",G,N,N,100,N,N,True
CHRW,"C.H. Robinson Worldwide, Inc. - Common Stock",Q,N,N,100,N,N,True
CHSCL,"CHS Inc - Class B Cumulative Redeemable Preferred Stock, Series 4",Q,N,N,100,N,N,True
CHSCM,"CHS Inc - Class B Reset Rate Cumulative Redeemable Preferred Stock, Series 3",Q,N,N,100,N,N,True
CHSCN,CHS Inc - Preferred Class B Series 2 Reset Rate,Q,N,N,100,N,N,True
CHSCO,CHS Inc - Class B Cumulative Redeemable Preferred Stock,Q,N,N,100,N,N,True
CHSCP,CHS Inc - 8%  Cumulative Redeemable Preferred Stock,Q,N,N,100,N,N,True
CHTR,"Charter Communications, Inc. - Class A Common Stock",Q,N,N,100,N,N,True
CHUY,"Chuy's Holdings, Inc. - Common Stock",Q,N,N,100,N,N,True
CHW,Calamos Global Dynamic Income Fund - Common Stock,Q,N,N,100,N,N,True
CHX,ChampionX Corporation - Common Stock,Q,N,N,100,N,N,True
CHY,Calamos Convertible and High Income Fund - Common Stock,Q,N,N,100,N,N,True
CIBR,First Trust NASDAQ Cybersecurity ETF,G,N,N,100,Y,N,True
CID,VictoryShares International High Div Volatility Wtd ETF,G,N,N,100,Y,N,True
CIDM,Cinedigm Corp - Class A Common Stock,G,N,N,100,N,N,True
CIGI,Colliers International Group Inc.  - Subordinate Voting Shares,Q,N,N,100,N,N,True
CIH,China Index Holdings Limited - American Depository Shares,Q,N,E,100,N,N,True
CIL,VictoryShares International Volatility Wtd ETF,G,N,N,100,Y,N,True
CINF,Cincinnati Financial Corporation - Common Stock,Q,N,N,100,N,N,True
CIVB,"Civista Bancshares, Inc.  - Common Stock",S,N,N,100,N,N,True
CIZ,VictoryShares Developed Enhanced Volatility Wtd ETF,G,N,N,100,Y,N,True
CIZN,Citizens Holding Company - Common Stock,G,N,N,100,N,N,True
CJJD,"China Jo-Jo Drugstores, Inc. - Ordinary Shares",S,N,D,100,N,N,True
CKPT,"Checkpoint Therapeutics, Inc. - Common Stock",S,N,N,100,N,N,True
CLAQ,CleanTech Acquisition Corp. - Common stock,S,N,N,100,N,N,True
CLAQR,CleanTech Acquisition Corp. - Rights,S,N,N,100,N,N,True
CLAQU,CleanTech Acquisition Corp. - Units,S,N,N,100,N,N,True
CLAQW,CleanTech Acquisition Corp. - Warrant,S,N,N,100,N,N,True
CLAR,Clarus Corporation - Common Stock,Q,N,N,100,N,N,True
CLAY,Chavant Capital Acquisition Corp. - Ordinary Shares,S,N,N,100,N,N,True
CLAYU,Chavant Capital Acquisition Corp. - Unit,S,N,N,100,N,N,True
CLAYW,Chavant Capital Acquisition Corp. - Warrants,S,N,N,100,N,N,True
CLBK,"Columbia Financial, Inc. - Common Stock",Q,N,N,100,N,N,True
CLBS,"Caladrius Biosciences, Inc. - Common Stock",S,N,N,100,N,N,True
CLDB,Cortland Bancorp - Common Stock,S,N,N,100,N,N,True
CLDX,"Celldex Therapeutics, Inc. - Common Stock",S,N,N,100,N,N,True
CLEU,China Liberal Education Holdings Limited - Ordinary Shares,S,N,N,100,N,N,True
CLFD,"Clearfield, Inc. - Common Stock",G,N,N,100,N,N,True
CLGN,CollPlant Biotechnologies Ltd. - Ordinary Shares,G,N,N,100,N,N,True
CLIR,ClearSign Technologies Corporation - Common Stock,S,N,N,100,N,N,True
CLLS,Cellectis S.A. - American Depositary Shares,G,N,N,100,N,N,True
CLMT,"Calumet Specialty Products Partners, L.P. - Common units representing limited partner interests",Q,N,N,100,N,N,True
CLNE,Clean Energy Fuels Corp. - Common Stock,Q,N,N,100,N,N,True
CLNN,Clene Inc. - Common Stock,S,N,N,100,N,N,True
CLNNW,Clene Inc. - Warrant,S,N,N,100,N,N,True
CLOEU,Clover Leaf Capital Corp. - Unit,S,N,N,100,N,N,True
CLOU,Global X Cloud Computing ETF,G,N,N,100,Y,N,True
CLOV,"Clover Health Investments, Corp.  - Class A Common stock",Q,N,N,100,N,N,True
CLOVW,"Clover Health Investments, Corp.  - Warrants",Q,N,N,100,N,N,True
CLPS,CLPS Incorporation - Common Stock,G,N,N,100,N,N,True
CLPT,ClearPoint Neuro Inc. - Common Stock,S,N,N,100,N,N,True
CLRB,"Cellectar Biosciences, Inc. - Common Stock",S,N,N,100,N,N,True
CLRG,IQ Chaikin U.S. Large Cap ETF,G,N,N,100,Y,N,True
CLRM,Clarim Acquisition Corp. - Class A Common Stock,S,N,N,100,N,N,True
CLRMU,Clarim Acquisition Corp. - Unit,S,N,N,100,N,N,True
CLRMW,Clarim Acquisition Corp. - Warrant,S,N,N,100,N,N,True
CLRO,"ClearOne, Inc. - Common Stock",S,N,N,100,N,N,True
CLSD,"Clearside Biomedical, Inc. - Common Stock",G,N,N,100,N,N,True
CLSK,"CleanSpark, Inc. - Common Stock",S,N,N,100,N,N,True
CLSN,Celsion Corporation - Common Stock,S,N,N,100,N,N,True
CLVR,Clever Leaves Holdings Inc. - Common Shares,S,N,N,100,N,N,True
CLVRW,Clever Leaves Holdings Inc. - Warrant,S,N,N,100,N,N,True
CLVS,"Clovis Oncology, Inc. - Common Stock",Q,N,N,100,N,N,True
CLWT,Euro Tech Holdings Company Limited - Ordinary Shares,S,N,N,100,N,N,True
CLXT,"Calyxt, Inc. - Common Stock",G,N,N,100,N,N,True
CMAX,"CareMax, Inc. - Class A Common Stock",Q,N,N,100,N,N,True
CMAXW,"CareMax, Inc. - Warrant",Q,N,N,100,N,N,True
CMBM,Cambium Networks Corporation - Ordinary Shares,G,N,N,100,N,N,True
CMCO,Columbus McKinnon Corporation - Common Stock,Q,N,N,100,N,N,True
CMCSA,Comcast Corporation - Class A Common Stock,Q,N,N,100,N,N,True
CMCT,CIM Commercial Trust Corporation - Common Stock,G,N,N,100,N,N,True
CMCTP,CIM Commercial Trust Corporation - Series L Preferred Stock,G,N,N,100,N,N,True
CME,CME Group Inc. - Class A Common Stock,Q,N,N,100,N,N,True
CMII,CM Life Sciences II Inc. - Class A Common Stock,S,N,N,100,N,N,True
CMIIU,CM Life Sciences II Inc. - Unit,S,N,N,100,N,N,True
CMIIW,CM Life Sciences II Inc. - Warrant,S,N,N,100,N,N,True
CMLS,Cumulus Media Inc. - Class A Common Stock,G,N,N,100,N,N,True
CMLT,CM Life Sciences III Inc. - Class A Common Stock,S,N,N,100,N,N,True
CMLTU,CM Life Sciences III Inc. - Unit,S,N,N,100,N,N,True
CMLTW,CM Life Sciences III Inc. - Warrant,S,N,N,100,N,N,True
CMMB,Chemomab Therapeutics Ltd.  - American Depositary Shares,S,N,N,100,N,N,True
CMPI,"Checkmate Pharmaceuticals, Inc. - Common Stock",G,N,N,100,N,N,True
CMPR,Cimpress plc - Ordinary Shares,Q,N,N,100,N,N,True
CMPS,COMPASS Pathways Plc - American Depository Shares,Q,N,N,100,N,N,True
CMRX,"Chimerix, Inc. - Common Stock",G,N,N,100,N,N,True
CMTL,Comtech Telecommunications Corp. - Common Stock,Q,N,N,100,N,N,True
CNBKA,"Century Bancorp, Inc. - Class A Common Stock",Q,N,N,100,N,N,True
CNCE,"Concert Pharmaceuticals, Inc. - Common Stock",G,N,N,100,N,N,True
CNCR,Loncar Cancer Immunotherapy ETF,G,N,N,100,Y,N,True
CNDT,Conduent Incorporated - Common Stock,Q,N,N,100,N,N,True
CNET,ZW Data Action Technologies Inc. - Common Stock,S,N,N,100,N,N,True
CNEY,CN Energy Group Inc. - Ordinary Shares,S,N,N,100,N,N,True
CNFR,"Conifer Holdings, Inc. - Common Stock",G,N,N,100,N,N,True
CNFRL,"Conifer Holdings, Inc. - Senior Unsecured Notes",G,N,N,100,N,N,True
CNNB,"Cincinnati Bancorp, Inc. - Common Stock",S,N,N,100,N,N,True
CNOB,"ConnectOne Bancorp, Inc. - Common Stock",Q,N,N,100,N,N,True
CNSL,"Consolidated Communications Holdings, Inc. - Common Stock",Q,N,N,100,N,N,True
