Symbol,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size,ETF,NextShares,Saved
RETO,"ReTo Eco-Solutions, Inc. - Common Shares",S,N,N,100,N,N,True
REVH,Revolution Healthcare Acquisition Corp. - Class A Common Stock,S,N,N,100,N,N,True
REVHU,Revolution Healthcare Acquisition Corp. - SAIL Units,S,N,N,100,N,N,True
REVHW,Revolution Healthcare Acquisition Corp. - Warrant.,S,N,N,100,N,N,True
REYN,Reynolds Consumer Products Inc. - Common Stock,Q,N,N,100,N,N,True
RFAP,First Trust RiverFront Dynamic Asia Pacific ETF,G,N,N,100,Y,N,True
RFDI,First Trust RiverFront Dynamic Developed International ETF,G,N,N,100,Y,N,True
RFEM,First Trust RiverFront Dynamic Emerging Markets ETF,G,N,N,100,Y,N,True
RFEU,First Trust RiverFront Dynamic Europe ETF,G,N,N,100,Y,N,True
RFIL,"RF Industries, Ltd. - Common Stock",G,N,N,100,N,N,True
RGC,Regencell Bioscience Holdings Limited - Ordinary Shares,S,N,N,100,N,N,True
RGCO,RGC Resources Inc. - Common Stock,G,N,N,100,N,N,True
RGEN,Repligen Corporation - Common Stock,Q,N,N,100,N,N,True
RGLD,"Royal Gold, Inc. - Common Stock",Q,N,N,100,N,N,True
RGLS,Regulus Therapeutics Inc. - Common Stock,S,N,D,100,N,N,True
RGNX,REGENXBIO Inc. - Common Stock,Q,N,N,100,N,N,True
RGP,"Resources Connection, Inc. - Common Stock",Q,N,N,100,N,N,True
RIBT,RiceBran Technologies - Common Stock,S,N,N,100,N,N,True
RICK,"RCI Hospitality Holdings, Inc. - Common Stock",G,N,N,100,N,N,True
RICOU,Agrico Acquisition Corp. - Unit,S,N,N,100,N,N,True
RIDE,Lordstown Motors Corp. - Class A Common Stock,Q,N,N,100,N,N,True
RIGL,"Rigel Pharmaceuticals, Inc. - Common Stock",Q,N,N,100,N,N,True
RILY,"B. Riley Financial, Inc. - Common Stock",G,N,N,100,N,N,True
RILYH,"B. Riley Financial, Inc. - 7.375% Senior Notes Due 2023",G,N,N,100,N,N,True
RILYI,"B. Riley Financial, Inc. - 6.875% Senior Notes due 2023",G,N,N,100,N,N,True
RILYK,"B. Riley Financial, Inc. - 5.50% Senior Notes Due 2026",G,N,N,100,N,N,True
RILYL,"B. Riley Financial, Inc. - Depositary Shares, each representing a 1/1000th fractional interest in a share of Series B Cumulative Perpetual Preferred Stock",G,N,N,100,N,N,True
RILYM,"B. Riley Financial, Inc. - 6.375% Senior Notes due 2025",G,N,N,100,N,N,True
RILYN,"B. Riley Financial, Inc. - 6.50% Senior Notes Due 2026",G,N,N,100,N,N,True
RILYO,"B. Riley Financial, Inc. - 6.75% Senior Notes due 2024",G,N,N,100,N,N,True
RILYP,"B. Riley Financial, Inc. - Depositary Shares, each representing a 1/1000th fractional interest in a share of Series A Cumulative Perpetual Preferred Stock",G,N,N,100,N,N,True
RILYT,"B. Riley Financial, Inc. - 6.00% Senior Notes Due 2028",G,N,N,100,N,N,True
RILYZ,"B. Riley Financial, Inc. - 5.25% Senior Notes due 2028",G,N,N,100,N,N,True
RING,iShares MSCI Global Gold Miners ETF,G,N,N,100,Y,N,True
RIOT,"Riot Blockchain, Inc - Common Stock",S,N,N,100,N,N,True
RIVE,Riverview Financial Corporation - Common Stock,G,N,N,100,N,N,True
RKDA,"Arcadia Biosciences, Inc. - Common Stock",S,N,N,100,N,N,True
RLAY,"Relay Therapeutics, Inc. - Common Stock",G,N,N,100,N,N,True
RLMD,"Relmada Therapeutics, Inc. - Common Stock",Q,N,N,100,N,N,True
RLYB,Rallybio Corporation - Common Stock,Q,N,N,100,N,N,True
RMBI,"Richmond Mutual Bancorporation, Inc. - Common Stock",S,N,N,100,N,N,True
RMBL,"RumbleOn, Inc. - Class B Common Stock",S,N,N,100,N,N,True
RMBS,"Rambus, Inc. - Common Stock",Q,N,N,100,N,N,True
RMCF,"Rocky Mountain Chocolate Factory, Inc. - Common Stock",G,N,N,100,N,N,True
RMGB,RMG Acquisition Corp. II - Class A Ordinary Shares,S,N,N,100,N,N,True
RMGBU,RMG Acquisition Corp. II - Unit,S,N,N,100,N,N,True
RMGBW,RMG Acquisition Corp. II - Warrant,S,N,N,100,N,N,True
RMGC,RMG Acquisition Corp. III - Class A Ordinary Shares,S,N,N,100,N,N,True
RMGCU,RMG Acquisition Corp. III - Unit,S,N,N,100,N,N,True
RMGCW,RMG Acquisition Corp. III - Warrant,S,N,N,100,N,N,True
RMNI,"Rimini Street, Inc. - Common Stock",G,N,N,100,N,N,True
RMR,The RMR Group Inc. - Class A Common Stock,S,N,N,100,N,N,True
RMRM,RMR Mortgage Trust - Common Stock,S,N,N,100,N,N,True
RMTI,"Rockwell Medical, Inc. - Common Stock",G,N,D,100,N,N,True
RNA,"Avidity Biosciences, Inc. - Common Stock",G,N,N,100,N,N,True
RNAZ,"TransCode Therapeutics, Inc. - Common Stock",S,N,N,100,N,N,True
RNDB,"Randolph Bancorp, Inc. - Common Stock",G,N,N,100,N,N,True
RNDM,Developed International Equity Select ETF,G,N,N,100,Y,N,True
RNDV,US Equity Dividend Select ETF,G,N,N,100,Y,N,True
RNEM,Emerging Markets Equity Select ETF,G,N,N,100,Y,N,True
RNLC,Large Cap US Equity Select ETF,G,N,N,100,Y,N,True
RNLX,Renalytix AI plc - American Depositary Shares,G,N,N,100,N,N,True
RNMC,Mid Cap US Equity Select ETF,G,N,N,100,Y,N,True
RNRG,Global X Renewable Energy Producers ETF,G,N,N,100,Y,N,True
RNSC,Small Cap US Equity Select ETF,G,N,N,100,Y,N,True
RNST,Renasant Corporation - Common Stock,Q,N,N,100,N,N,True
RNWK,"RealNetworks, Inc. - Common Stock",Q,N,N,100,N,N,True
ROAD,"Construction Partners, Inc. - Common Stock",Q,N,N,100,N,N,True
ROBT,First Trust Nasdaq Artificial Intelligence and Robotics ETF,G,N,N,100,Y,N,True
ROCGU,Roth CH Acquisition IV Co. - Unit,S,N,N,100,N,N,True
ROCK,"Gibraltar Industries, Inc. - Common Stock",Q,N,N,100,N,N,True
ROCR,Roth CH Acquisition III Co. - Common stock,S,N,N,100,N,N,True
ROCRU,Roth CH Acquisition III Co. - Unit,S,N,N,100,N,N,True
ROCRW,Roth CH Acquisition III Co. - Warrant,S,N,N,100,N,N,True
ROIC,Retail Opportunity Investments Corp. - Common Stock,Q,N,N,100,N,N,True
ROKU,"Roku, Inc. - Class A Common Stock",Q,N,N,100,N,N,True
ROLL,RBC Bearings Incorporated - Common Stock,Q,N,N,100,N,N,True
ROOT,"Root, Inc. - common stock",Q,N,N,100,N,N,True
ROST,"Ross Stores, Inc. - Common Stock",Q,N,N,100,N,N,True
ROVR,"Rover Group, Inc. - Class A Common Stock",G,N,N,100,N,N,True
ROVRW,"Rover Group, Inc. - Warrant",G,N,N,100,N,N,True
RPAY,Repay Holdings Corporation - Class A Common Stock,S,N,N,100,N,N,True
RPD,"Rapid7, Inc. - Common Stock",G,N,N,100,N,N,True
RPHM,"Reneo Pharmaceuticals, Inc. - Common Stock",G,N,N,100,N,N,True
RPID,"Rapid Micro Biosystems, Inc. - Class A Common Stock",Q,N,N,100,N,N,True
RPRX,Royalty Pharma plc - Class A Ordinary Shares,Q,N,N,100,N,N,True
RPTX,Repare Therapeutics Inc. - Common Shares,Q,N,N,100,N,N,True
RRBI,"Red River Bancshares, Inc. - Common Stock",Q,N,N,100,N,N,True
RRGB,"Red Robin Gourmet Burgers, Inc. - Common Stock",Q,N,N,100,N,N,True
RRR,"Red Rock Resorts, Inc. - Class A Common Stock",Q,N,N,100,N,N,True
RSLS,"ReShape Lifesciences, Inc. - Common Stock",S,N,N,100,N,N,True
RSSS,"Research Solutions, Inc - Common Stock",S,N,N,100,N,N,True
RSVR,"Reservoir Media, Inc.. - Common Stock",G,N,N,100,N,N,True
RSVRW,"Reservoir Media, Inc.. - Warrant",G,N,N,100,N,N,True
RTH,VanEck Vectors Retail ETF,G,N,N,100,Y,N,True
RTLR,Rattler Midstream LP - Common Units Representing Limited Partnership Interests,Q,N,N,100,N,N,True
RTPY,Reinvent Technology Partners Y - Class A Ordinary Shares,S,N,N,100,N,N,True
RTPYU,Reinvent Technology Partners Y - Unit,S,N,N,100,N,N,True
RTPYW,Reinvent Technology Partners Y - Warrant,S,N,N,100,N,N,True
RUBY,"Rubius Therapeutics, Inc. - Common Stock",Q,N,N,100,N,N,True
RUN,Sunrun Inc. - Common Stock,Q,N,N,100,N,N,True
RUSHA,"Rush Enterprises, Inc. - Class A Common Stock",Q,N,N,100,N,N,True
RUSHB,"Rush Enterprises, Inc. - Class B Common Stock",Q,N,N,100,N,N,True
RUTH,"Ruth's Hospitality Group, Inc. - Common Stock",Q,N,N,100,N,N,True
RVACU,Riverview Acquisition Corp. - Unit,S,N,N,100,N,N,True
RVMD,"Revolution Medicines, Inc. - Common Stock",Q,N,N,100,N,N,True
RVNC,"Revance Therapeutics, Inc. - Common Stock",G,N,N,100,N,N,True
RVPH,"Reviva Pharmaceuticals Holdings, Inc. - Common Stock",S,N,N,100,N,N,True
RVPHW,"Reviva Pharmaceuticals Holdings, Inc. - Warrants",S,N,N,100,N,N,True
RVSB,Riverview Bancorp Inc - Common Stock,Q,N,N,100,N,N,True
RWLK,ReWalk Robotics Ltd. - Ordinary Shares,S,N,N,100,N,N,True
RXDX,"Prometheus Biosciences, Inc. - Common Stock",Q,N,N,100,N,N,True
RXRA,RXR Acquisition Corp. - Class A Common Stock,S,N,N,100,N,N,True
RXRAU,RXR Acquisition Corp. - Unit consisting of 1 share Class A common and 1/5th redeemable warrant,S,N,N,100,N,N,True
RXRAW,RXR Acquisition Corp. - Warrants to purchase Class A common stock,S,N,N,100,N,N,True
RXRX,"Recursion Pharmaceuticals, Inc. - Class A Common Stock",Q,N,N,100,N,N,True
RXST,"RxSight, Inc. - Common Stock",G,N,N,100,N,N,True
RXT,"Rackspace Technology, Inc. - Common Stock",Q,N,N,100,N,N,True
RYAAY,"Ryanair Holdings plc - American Depositary Shares, each representing five Ordinary Shares",Q,N,N,100,N,N,True
RYTM,"Rhythm Pharmaceuticals, Inc. - Common Stock",G,N,N,100,N,N,True
RZLT,"Rezolute, Inc. - Common Stock (NV)",S,N,N,100,N,N,True
SABR,Sabre Corporation - Common Stock,Q,N,N,100,N,N,True
SABRP,Sabre Corporation - 6.50% Series A Mandatory Convertible Preferred Stock,Q,N,N,100,N,N,True
SAFM,"Sanderson Farms, Inc. - Common Stock",Q,N,N,100,N,N,True
SAFT,"Safety Insurance Group, Inc. - Common Stock",Q,N,N,100,N,N,True
SAGE,"Sage Therapeutics, Inc. - Common Stock",G,N,N,100,N,N,True
SAIA,"Saia, Inc. - Common Stock",Q,N,N,100,N,N,True
SAL,"Salisbury Bancorp, Inc. - Common Stock",S,N,N,100,N,N,True
SALM,"Salem Media Group, Inc. - Class A Common Stock",G,N,N,100,N,N,True
SAMG,Silvercrest Asset Management Group Inc. - Common Stock,G,N,N,100,N,N,True
SANA,"Sana Biotechnology, Inc. - Common Stock",Q,N,N,100,N,N,True
SANM,Sanmina Corporation - Common Stock,Q,N,N,100,N,N,True
SANW,S&W Seed Company - Common Stock,S,N,N,100,N,N,True
SASR,"Sandy Spring Bancorp, Inc. - Common Stock",Q,N,N,100,N,N,True
SATS,EchoStar Corporation - Common stock,Q,N,N,100,N,N,True
SAVA,"Cassava Sciences, Inc. - Common Stock",S,N,N,100,N,N,True
SBAC,SBA Communications Corporation - Class A Common Stock,Q,N,N,100,N,N,True
SBBP,Strongbridge Biopharma plc - Ordinary Shares,Q,N,N,100,N,N,True
SBCF,Seacoast Banking Corporation of Florida - Common Stock,Q,N,N,100,N,N,True
SBEA,SilverBox Engaged Merger Corp I - Class A Common Stock,S,N,N,100,N,N,True
SBEAU,SilverBox Engaged Merger Corp I - Units,S,N,N,100,N,N,True
SBEAW,SilverBox Engaged Merger Corp I - Warrant,S,N,N,100,N,N,True
SBET,SharpLink Gaming Ltd. - Ordinary Shares,S,N,N,100,N,N,True
SBFG,"SB Financial Group, Inc. - Common Stock",S,N,N,100,N,N,True
SBGI,"Sinclair Broadcast Group, Inc. - Class A Common Stock",Q,N,N,100,N,N,True
SBLK,Star Bulk Carriers Corp. - Common Shares,Q,N,N,100,N,N,True
SBNY,Signature Bank - Common Stock,Q,N,N,100,N,N,True
SBNYP,"Signature Bank - Depositary shares, each representing a 1/40th ownership interest in a share of 5.000% Noncumulative Perpetual Series A Preferred Stock",Q,N,N,100,N,N,True
SBRA,"Sabra Health Care REIT, Inc. - Common Stock",Q,N,N,100,N,N,True
SBSI,"Southside Bancshares, Inc. - Common Stock",Q,N,N,100,N,N,True
SBT,"Sterling Bancorp, Inc. - Common Stock",S,N,N,100,N,N,True
SBTX,"Silverback Therapeutics, Inc. - Common Stock",G,N,N,100,N,N,True
SBUX,Starbucks Corporation - Common Stock,Q,N,N,100,N,N,True
SCAQ,Stratim Cloud Acquisition Corp. - Class A Common Stock,S,N,E,100,N,N,True
SCAQU,Stratim Cloud Acquisition Corp. - Unit,S,N,E,100,N,N,True
SCAQW,Stratim Cloud Acquisition Corp. - Warrant,S,N,E,100,N,N,True
SCHL,Scholastic Corporation - Common Stock,Q,N,N,100,N,N,True
SCHN,"Schnitzer Steel Industries, Inc. - Class A Common Stock",Q,N,N,100,N,N,True
SCKT,"Socket Mobile, Inc. - Common Stock",S,N,N,100,N,N,True
SCLE,Broadscale Acquisition Corp. - Class A common stock,S,N,N,100,N,N,True
SCLEU,Broadscale Acquisition Corp. - Units,S,N,N,100,N,N,True
SCLEW,Broadscale Acquisition Corp. - Warrant,S,N,N,100,N,N,True
SCOA,ScION Tech Growth I - Class A Ordinary Shares,S,N,N,100,N,N,True
SCOAU,ScION Tech Growth I - Unit,S,N,N,100,N,N,True
SCOAW,ScION Tech Growth I - Warrant,S,N,N,100,N,N,True
SCOB,ScION Tech Growth II - Class A Ordinary Shares,S,N,N,100,N,N,True
SCOBU,ScION Tech Growth II - Units,S,N,N,100,N,N,True
SCOBW,ScION Tech Growth II - Warrants,S,N,N,100,N,N,True
SCOR,"comScore, Inc. - Common Stock",Q,N,N,100,N,N,True
SCPH,scPharmaceuticals Inc. - Common Stock,Q,N,N,100,N,N,True
SCPL,SciPlay Corporation - Class A Common Stock,Q,N,N,100,N,N,True
SCPS,Scopus BioPharma Inc. - Common Stock,G,N,N,100,N,N,True
SCR,Score Media and Gaming Inc. - Subordinate Voting Shares,Q,N,N,100,N,N,True
SCSC,"ScanSource, Inc. - Common Stock",Q,N,N,100,N,N,True
SCVL,"Shoe Carnival, Inc. - Common Stock",Q,N,N,100,N,N,True
SCWX,SecureWorks Corp. - Class A Common Stock,Q,N,N,100,N,N,True
SCYX,"SCYNEXIS, Inc. - Common Stock",G,N,N,100,N,N,True
SCZ,iShares MSCI EAFE Small-Cap ETF,G,N,N,100,Y,N,True
SDAC,Sustainable Development Acquisition I Corp. - Class A Common Stock,S,N,N,100,N,N,True
SDACU,Sustainable Development Acquisition I Corp. - Unit,S,N,N,100,N,N,True
SDACW,Sustainable Development Acquisition I Corp. - Warrant,S,N,N,100,N,N,True
SDC,"SmileDirectClub, Inc. - Common Stock",Q,N,N,100,N,N,True
SDG,iShares MSCI Global Impact ETF,G,N,N,100,Y,N,True
SDGR,"Schrodinger, Inc. - Common Stock",Q,N,N,100,N,N,True
SDH,"Global Internet of People, Inc. - Ordinary Shares",S,N,N,100,N,N,True
SDVY,First Trust SMID Cap Rising Dividend Achievers ETF,G,N,N,100,Y,N,True
SEAC,"SeaChange International, Inc. - Common Stock",Q,N,N,100,N,N,True
SECO,Secoo Holding Limited - American Depositary Shares,G,N,E,100,N,N,True
SEDG,"SolarEdge Technologies, Inc. - Common Stock",Q,N,N,100,N,N,True
SEED,Origin Agritech Limited - Common Stock,S,N,N,100,N,N,True
SEEL,"Seelos Therapeutics, Inc. - Common Stock",S,N,N,100,N,N,True
SEER,"Seer, Inc. - Class A Common Stock",Q,N,N,100,N,N,True
SEIC,SEI Investments Company - Common Stock,Q,N,N,100,N,N,True
SELB,"Selecta Biosciences, Inc. - Common Stock",G,N,N,100,N,N,True
SELF,"Global Self Storage, Inc. - Common Stock",S,N,N,100,N,N,True
SENEA,Seneca Foods Corp. - Class A Common Stock,Q,N,N,100,N,N,True
SENEB,Seneca Foods Corp. - Class B Common Stock,Q,N,N,100,N,N,True
SERA,"Sera Prognostics, Inc. - Class A Common Stock",G,N,N,100,N,N,True
SESN,"Sesen Bio, Inc. - Common Stock",G,N,N,100,N,N,True
SFBC,"Sound Financial Bancorp, Inc. - Common Stock",S,N,N,100,N,N,True
SFET,Safe-T Group Ltd. - American Depositary Shares,S,N,N,100,N,N,True
SFIX,"Stitch Fix, Inc. - Class A Common Stock",Q,N,N,100,N,N,True
SFM,"Sprouts Farmers Market, Inc. - Common Stock",Q,N,N,100,N,N,True
SFNC,Simmons First National Corporation - Common Stock,Q,N,N,100,N,N,True
SFST,"Southern First Bancshares, Inc. - Common Stock",G,N,N,100,N,N,True
SFT,"Shift Technologies, Inc. - Class A Common Stock",S,N,N,100,N,N,True
SGA,"Saga Communications, Inc. - Class A Common Stock",G,N,N,100,N,N,True
SGAM,Seaport Global Acquisition Corp. - Class A Common Stock,S,N,N,100,N,N,True
SGAMU,Seaport Global Acquisition Corp. - Unit,S,N,N,100,N,N,True
SGAMW,Seaport Global Acquisition Corp. - Warrant,S,N,N,100,N,N,True
SGBX,"SG Blocks, Inc. - Common Stock",S,N,N,100,N,N,True
SGC,"Superior Group of Companies, Inc. - Common Stock",G,N,N,100,N,N,True
SGEN,Seagen Inc.  - Common Stock,Q,N,N,100,N,N,True
SGH,"SMART Global Holdings, Inc. - Ordinary Shares",Q,N,N,100,N,N,True
SGHT,"Sight Sciences, Inc. - Common Stock",Q,N,N,100,N,N,True
SGLB,"Sigma Labs, Inc. - Common Stock",S,N,N,100,N,N,True
SGLBW,"Sigma Labs, Inc. - Warrant",S,N,N,100,N,N,True
SGMA,"SigmaTron International, Inc. - Common Stock",S,N,N,100,N,N,True
SGMO,"Sangamo Therapeutics, Inc. - Common Stock",Q,N,N,100,N,N,True
SGMS,Scientific Games Corp - Common Stock,Q,N,N,100,N,N,True
SGOC,"SGOCO Group, Ltd - Ordinary Shares (Cayman Islands)",S,N,N,100,N,N,True
SGRP,"SPAR Group, Inc. - Common Stock",S,N,D,100,N,N,True
SGRY,"Surgery Partners, Inc. - Common Stock",Q,N,N,100,N,N,True
SGTX,"Sigilon Therapeutics, Inc. - Common Stock",Q,N,N,100,N,N,True
SHAC,SCP & CO Healthcare Acquisition Company - Class A Common Stock,S,N,N,100,N,N,True
SHACU,SCP & CO Healthcare Acquisition Company - Unit,S,N,N,100,N,N,True
SHACW,SCP & CO Healthcare Acquisition Company - Warrant,S,N,N,100,N,N,True
SHBI,Shore Bancshares Inc - Common Stock,Q,N,N,100,N,N,True
SHC,Sotera Health Company - Common Stock,Q,N,N,100,N,N,True
SHCR,"Sharecare, Inc. - Class A Common Stock",Q,N,N,100,N,N,True
SHCRW,"Sharecare, Inc. - Warrant",Q,N,N,100,N,N,True
SHEN,Shenandoah Telecommunications Co - Common Stock,Q,N,N,100,N,N,True
SHIP,Seanergy Maritime Holdings Corp - Common Stock,S,N,N,100,N,N,True
SHIPW,Seanergy Maritime Holdings Corp - Class A Warrants,S,N,N,100,N,N,True
SHIPZ,Seanergy Maritime Holdings Corp - Class B Warrant,S,N,N,100,N,N,True
SHLD,VictoryShares Protect America ETF,G,N,N,100,Y,N,True
SHLS,"Shoals Technologies Group, Inc. - Class A Common Stock",G,N,N,100,N,N,True
SHOO,"Steven Madden, Ltd. - Common Stock",Q,N,N,100,N,N,True
SHQAU,"Shelter Acquisition Corporation I - Units, each consisting of One Class A Common Stock and one-third of one warrant.",S,N,N,100,N,N,True
SHSP,"SharpSpring, Inc. - Common Stock",S,N,N,100,N,N,True
SHV,iShares Short Treasury Bond ETF,G,N,N,100,Y,N,True
SHY,iShares 1-3 Year Treasury Bond ETF,G,N,N,100,Y,N,True
SHYF,"The Shyft Group, Inc. - Common Stock",Q,N,N,100,N,N,True
SIBN,"SI-BONE, Inc. - Common Stock",G,N,N,100,N,N,True
SIC,"Select Interior Concepts, Inc. - Class A Common Stock",S,N,N,100,N,N,True
SIEB,Siebert Financial Corp. - Common Stock,S,N,N,100,N,N,True
SIEN,"Sientra, Inc. - Common Stock",Q,N,N,100,N,N,True
SIFY,"Sify Technologies Limited - American Depository Shares, each represented by one Equity Share",S,N,N,100,N,N,True
SIGA,SIGA Technologies Inc. - Common Stock,G,N,N,100,N,N,True
SIGI,"Selective Insurance Group, Inc. - Common Stock",Q,N,N,100,N,N,True
SIGIP,"Selective Insurance Group, Inc. - Depositary Shares, each representing a 1/1,000th interest in a share of 4.60% Non-Cumulative Preferred Stock, Series B",Q,N,N,100,N,N,True
SILC,Silicom Ltd - Ordinary Shares,Q,N,N,100,N,N,True
SILK,"Silk Road Medical, Inc. - Common Stock",Q,N,N,100,N,N,True
SIMO,"Silicon Motion Technology Corporation - American Depositary Shares, each representing four ordinary shares",Q,N,N,100,N,N,True
SINO,"Sino-Global Shipping America, Ltd. - Common Stock",S,N,N,100,N,N,True
SINT,"SiNtx Technologies, Inc. - Common Stock",S,N,N,100,N,N,True
SIOX,Sio Gene Therapies Inc. - Common Stock,Q,N,N,100,N,N,True
SIRI,Sirius XM Holdings Inc. - Common Stock,Q,N,N,100,N,N,True
SITM,SiTime Corporation - Common Stock,G,N,N,100,N,N,True
SIVB,SVB Financial Group - Common Stock,Q,N,N,100,N,N,True
SIVBP,"SVB Financial Group - Depositary Shs each representing a 1/40th interest in a share of 5.25% Fixed-Rate Non-Cumulative Perpetual Preferred Stock, Series A",Q,N,N,100,N,N,True
SJ,Scienjoy Holding Corporation - Ordinary Shares,S,N,N,100,N,N,True
SKIN,The Beauty Health Company - Class A Common Stock,S,N,N,100,N,N,True
SKINW,The Beauty Health Company - Warrant expiring 5/4/2026,S,N,N,100,N,N,True
SKOR,FlexShares Credit-Scored US Corporate Bond Index Fund,G,N,N,100,Y,N,True
SKYA,Skydeck Acquisition Corp. - Class A Ordinary Shares,S,N,N,100,N,N,True
SKYAU,Skydeck Acquisition Corp. - Units,S,N,N,100,N,N,True
SKYAW,Skydeck Acquisition Corp. - Warrants,S,N,N,100,N,N,True
SKYT,"SkyWater Technology, Inc. - Common Stock",S,N,N,100,N,N,True
SKYU,ProShares Ultra Nasdaq Cloud Computing ETF,G,N,N,100,Y,N,True
SKYW,"SkyWest, Inc. - Common Stock",Q,N,N,100,N,N,True
SKYY,First Trust Cloud Computing ETF,G,N,N,100,Y,N,True
SLAB,"Silicon Laboratories, Inc. - Common Stock",Q,N,N,100,N,N,True
SLAM,Slam Corp. - Class A Ordinary Share,S,N,N,100,N,N,True
SLAMU,Slam Corp. - Unit,S,N,N,100,N,N,True
SLAMW,Slam Corp. - warrant,S,N,N,100,N,N,True
SLCR,Silver Crest Acquisition Corporation - Class A Ordinary Share,S,N,N,100,N,N,True
SLCRU,Silver Crest Acquisition Corporation - Unit,S,N,N,100,N,N,True
SLCRW,Silver Crest Acquisition Corporation - Warrant,S,N,N,100,N,N,True
SLCT,"Select Bancorp, Inc. - Common Stock",G,N,N,100,N,N,True
SLDB,Solid Biosciences Inc. - Common Stock,Q,N,N,100,N,N,True
SLGG,"Super League Gaming, Inc. - Common Stock",S,N,N,100,N,N,True
SLGL,Sol-Gel Technologies Ltd. - Common Stock,G,N,N,100,N,N,True
SLGN,Silgan Holdings Inc. - Common Stock,Q,N,N,100,N,N,True
SLHG,Skylight Health Group Inc. - Ordinary Shares,S,N,N,100,N,N,True
SLM,SLM Corporation - Common Stock,Q,N,N,100,N,N,True
SLMBP,"SLM Corporation - Floating Rate Non-Cumulative Preferred Stock, Series B",Q,N,N,100,N,N,True
SLN,Silence Therapeutics Plc - American Depository Share,G,N,N,100,N,N,True
SLNG,"Stabilis Solutions, Inc. - Common Stock",S,N,N,100,N,N,True
SLNO,"Soleno Therapeutics, Inc. - Common Stock",S,N,N,100,N,N,True
SLP,"Simulations Plus, Inc. - Common Stock",Q,N,N,100,N,N,True
SLQD,iShares 0-5 Year Investment Grade Corporate Bond ETF,G,N,N,100,Y,N,True
SLRC,SLR Investment Corp. - Common Stock,Q,N,N,100,N,N,True
SLRX,"Salarius Pharmaceuticals, Inc. - Common Stock",S,N,N,100,N,N,True
SLS,"SELLAS Life Sciences Group, Inc.  - Common Stock",S,N,N,100,N,N,True
SLVO,Credit Suisse Silver Shares Covered Call Exchange Traded Notes,G,N,N,100,N,N,True
SMBC,"Southern Missouri Bancorp, Inc. - Common Stock",G,N,N,100,N,N,True
SMBK,"SmartFinancial, Inc. - Common Stock",S,N,N,100,N,N,True
SMCI,"Super Micro Computer, Inc. - Common Stock",Q,N,N,100,N,N,True
SMCP,AlphaMark Actively Managed Small Cap ETF,G,N,N,100,Y,N,True
SMED,Sharps Compliance Corp. - Common Stock,S,N,N,100,N,N,True
SMFR,Sema4 Holdings Corp. - Class A Common Stock,Q,N,N,100,N,N,True
SMFRW,Sema4 Holdings Corp. - Warrant,Q,N,N,100,N,N,True
SMH,VanEck Vectors Semiconductor ETF,G,N,N,100,Y,N,True
SMID,Smith-Midland Corporation - Common Stock,S,N,N,100,N,N,True
SMIH,Summit Healthcare Acquisition Corp. - Class A Ordinary Share,S,N,N,100,N,N,True
SMIHU,Summit Healthcare Acquisition Corp. - Units,S,N,N,100,N,N,True
SMIHW,Summit Healthcare Acquisition Corp. - Warrant,S,N,N,100,N,N,True
SMIT,"Schmitt Industries, Inc. - Common Stock",S,N,N,100,N,N,True
SMMF,"Summit Financial Group, Inc. - Common Stock",Q,N,N,100,N,N,True
SMMT,Summit Therapeutics Inc.  - Common Stock,G,N,N,100,N,N,True
SMPL,The Simply Good Foods Company - Common Stock,S,N,N,100,N,N,True
SMSI,"Smith Micro Software, Inc. - Common Stock",S,N,N,100,N,N,True
SMTC,Semtech Corporation - Common Stock,Q,N,N,100,N,N,True
SMTI,Sanara MedTech Inc. - Common Stock,S,N,N,100,N,N,True
SNAX,"Stryve Foods, Inc. - Class A Common Stock",S,N,N,100,N,N,True
SNAXW,"Stryve Foods, Inc. - Warrant",S,N,N,100,N,N,True
SNBR,Sleep Number Corporation - Common Stock,Q,N,N,100,N,N,True
SNCR,"Synchronoss Technologies, Inc. - Common Stock",Q,N,N,100,N,N,True
SNCRL,"Synchronoss Technologies, Inc. - 8.375% Senior Notes due 2026",G,N,N,100,N,N,True
SNCY,"Sun Country Airlines Holdings, Inc. - Common Stock",Q,N,N,100,N,N,True
SND,"Smart Sand, Inc. - Common Stock",Q,N,N,100,N,N,True
SNDL,Sundial Growers Inc. - Common Shares,S,N,D,100,N,N,True
SNDX,"Syndax Pharmaceuticals, Inc. - Common Stock",Q,N,N,100,N,N,True
SNES,"SenesTech, Inc. - Common Stock",S,N,N,100,N,N,True
SNEX,StoneX Group Inc. - Common Stock,Q,N,N,100,N,N,True
SNFCA,Security National Financial Corporation - Class A Common Stock,G,N,N,100,N,N,True
SNGX,"Soligenix, Inc. - Common Stock",S,N,N,100,N,N,True
SNGXW,"Soligenix, Inc. - Warrant",S,N,N,100,N,N,True
SNLN,Highland/iBoxx Senior Loan ETF,G,N,N,100,Y,N,True
SNOA,"Sonoma Pharmaceuticals, Inc. - Common Stock",S,N,N,100,N,N,True
SNPO,Snap One Holdings Corp. - Common Stock,Q,N,N,100,N,N,True
SNPS,"Synopsys, Inc. - Common Stock",Q,N,N,100,N,N,True
SNPX,"Synaptogenix, Inc. - Common Stock",S,N,N,100,N,N,True
SNRH,Senior Connect Acquisition Corp. I - Class A Common Stock,S,N,N,100,N,N,True
